,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,TUFN,2020-12-31,USD,25598000,30952000,5354000,5354000,-3461000,20363000,8696000,34413000,None,-562000,None,None,None,None,None,None,-4023000,379000,None,-4402000,None,-3006000,None,-4402000
1,TUFN,2020-09-30,USD,21039000,25606000,4567000,4567000,-5014000,17982000,8071000,30620000,None,240000,None,None,None,None,None,None,-4774000,373000,None,-5147000,None,-4640000,None,-5147000
2,TUFN,2020-06-30,USD,18276000,23032000,4756000,4756000,-8186000,18429000,8033000,26462000,None,-127000,None,None,None,None,None,None,-8313000,500000,None,-8813000,None,-8078000,None,-8813000
3,TUFN,2020-03-31,USD,15674000,21244000,5570000,5570000,-17264000,22760000,10178000,32938000,None,563000,563000,None,None,None,None,None,-16701000,343000,None,-17044000,None,-15806000,None,-17044000
4,TUFN,2019-12-31,USD,24124000,30115000,5991000,5991000,-7380000,22231000,9273000,31504000,None,1304000,494000,None,None,None,None,None,-6886000,289000,None,-7175000,None,-6068000,None,-7175000
5,TUFN,2019-09-30,USD,20675000,25600000,4925000,4925000,-7661000,20005000,8331000,28336000,None,-342000,-342000,-342000,None,None,None,None,-8003000,279000,None,-8282000,None,-8051000,None,-8282000
6,TUFN,2019-06-30,USD,20198000,25101000,4903000,4903000,-7707000,20441000,7464000,27905000,None,-277000,-277000,-277000,None,None,None,None,-7984000,230000,None,-8214000,None,-8041000,None,-8214000
7,TUFN,2019-03-31,USD,18416000,22454000,4038000,4038000,-4275000,16188000,6503000,22691000,None,40000,40000,-277000,None,None,None,None,-4235000,213000,None,-4448000,None,-4458000,None,-4448000
8,TUFN,2018-12-31,USD,25178000,29221000,4043000,4043000,3467000,15306000,None,21711000,None,None,None,None,None,None,None,None,3007000,206000,None,None,None,2547000,None,2801000
9,TUFN,2018-09-30,USD,16047000,19338000,3291000,3291000,-2704000,13467000,5284000,22042000,None,None,None,-231000,None,None,None,None,-2935000,343000,None,-3278000,None,-2704000,None,-3278000
10,TUFN,2018-06-30,USD,15652000,18522000,2870000,2870000,-2449000,13097000,5004000,20971000,None,None,None,-244000,None,None,None,None,-2693000,366000,None,-3059000,None,-2449000,None,-3059000
11,TUFN,2018-03-31,USD,14668000,17900000,3232000,3232000,-246000,10244000,4670000,18146000,None,None,None,-112000,None,None,None,None,-358000,368000,None,-726000,None,-246000,None,-726000
