,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,YQ,2020-12-31,CNY,313219000,486787000,173568000,173568000,-363155000,484235000,192139000,849942000,None,2791000,2875000,84000,None,None,None,None,-365059000,None,None,-365059000,None,-364975000,None,-365059000
1,YQ,2020-09-30,CNY,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2,YQ,2020-06-30,CNY,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3,YQ,2020-03-31,CNY,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,YQ,2019-12-31,USD,121042000,192302000,71260000,71260000,-181441000,173869000,128614000,373743000,None,4987000,5138000,151000,None,None,None,None,-177745000,None,None,-177745000,None,-171542000,None,-177745000
5,YQ,2018-03-31,USD,None,37904000,26479000,26479000,None,34480000,3327000,None,None,None,None,2412000,None,None,None,None,None,None,None,None,None,None,None,None
6,YQ,2017-12-31,USD,None,31426000,22809000,22809000,None,22511000,2737000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7,YQ,2017-09-30,USD,None,26187000,21619000,21619000,None,13493000,2227000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
8,YQ,2017-06-30,USD,None,20714000,20503000,20503000,None,12352000,2027000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
9,YQ,2017-03-31,USD,None,1175000,572000,572000,None,2000000,507000,None,None,None,None,None,None,None,None,None,22338000,None,None,None,None,None,None,22338000
10,YQ,2016-12-31,USD,None,3682000,967000,967000,None,7448000,1876000,None,None,None,None,10270000,None,None,None,None,None,None,None,None,None,None,None,None
