,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,XGN,2020-12-31,USD,34375000,38710000,4335000,4335000,-2761000,9929000,1165000,11094000,None,-652000,None,652000,None,-1000,None,None,-3414000,39000,652000,-2801000,-2801000,-2761000,None,-3453000
1,XGN,2020-09-30,USD,-2375000,-16566000,4341000,4341000,-3786000,9202000,1018000,10220000,None,-647000,None,647000,None,125000,None,None,-4308000,0,647000,-3661000,-3661000,-3786000,None,-4308000
2,XGN,2020-06-30,USD,-3973000,8313000,3338000,3338000,-3417000,8276000,751000,9027000,None,-635000,None,635000,None,689000,None,None,-3363000,0,635000,-2728000,-2728000,-3417000,None,-3363000
3,XGN,2020-03-31,USD,-5176000,8953000,4545000,4545000,-5221000,9626000,634000,10260000,None,-631000,-631000,631000,None,171000,None,None,-5681000,-118000,631000,-4932000,-4932000,-5221000,None,-5563000
4,XGN,2019-12-31,USD,-18479000,9443000,17708000,4591000,-2858000,7915000,566000,8481000,None,-771000,-771000,771000,None,246000,None,None,-3383000,25000,771000,-2637000,-2637000,-2858000,None,-3408000
