,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,BORR,2020-12-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3200000,None,None,None,None,None,None
1,BORR,2020-09-30,USD,30300000,59200000,28900000,28900000,-43800000,10700000,None,103000000,None,-22100000,0,22800000,None,None,None,None,-58500000,3400000,None,-61900000,None,-6100000,None,-61900000
2,BORR,2020-06-30,USD,56500000,84000000,27500000,27500000,-46100000,19900000,None,130100000,None,-26300000,None,26300000,None,None,None,None,-106200000,3400000,None,-109600000,None,-34800000,None,-109600000
3,BORR,2020-03-31,USD,71700000,104100000,32400000,32400000,-8700000,10000000,None,112800000,None,-51200000,200000,21600000,None,None,None,None,-80800000,6200000,None,-87000000,None,-41100000,None,-87000000
4,BORR,2019-12-31,USD,64200000,92900000,28700000,28700000,-32700000,15400000,None,125600000,None,-23900000,400000,23600000,None,None,None,None,-55600000,4700000,None,-60300000,None,-13300000,None,-60300000
5,BORR,2019-09-30,USD,72800000,102700000,29900000,29900000,-26000000,10900000,None,128700000,None,-18100000,600000,13700000,None,None,None,None,-75400000,3800000,None,-79200000,None,-6200000,None,-79200000
6,BORR,2019-06-30,USD,54900000,86600000,31700000,31700000,-40500000,14000000,None,127100000,None,-28200000,200000,20100000,None,None,None,None,-100700000,2500000,None,-103200000,None,-24000000,None,-103200000
7,BORR,2019-03-31,USD,20600000,51900000,31300000,31300000,-58000000,10100000,0,98500000,None,-13500000,2600000,13000000,None,0,None,None,-56200000,200000,None,-56400000,None,-23200000,None,-54900000
8,BORR,2018-12-31,USD,21200000,53500000,32300000,32300000,-53500000,15200000,0,107000000,None,None,None,-8500000,None,0,None,None,-110200000,500000,None,-110700000,None,-30700000,None,-110500000
9,BORR,2018-09-30,USD,18500000,49700000,31200000,31200000,-36900000,9700000,0,86600000,None,None,None,-5200000,None,0,None,None,-37000000,2000000,None,-39000000,None,-16700000,None,-39100000
10,BORR,2018-06-30,USD,23100000,51100000,28000000,28000000,-37300000,8000000,0,0,None,None,None,-5200000,None,0,None,None,-7400000,0,None,-7400000,None,-37300000,None,-7200000
