,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,TIG,2020-09-30,USD,None,105075000,None,None,None,18356000,None,-209000,None,-520000,4000,520000,None,None,None,None,69724000,788000,None,69337000,None,None,None,69337000
1,TIG,2020-06-30,USD,None,24429000,None,None,None,8316000,None,-40000,None,-501000,7000,501000,None,None,None,None,3469000,979000,None,3720000,None,None,None,3720000
2,TIG,2020-03-31,USD,None,33357000,None,None,None,8160000,None,-14000,None,-461000,15000,461000,None,None,None,None,11816000,2912000,None,9606000,None,None,None,9606000
3,TIG,2019-12-31,USD,None,24037000,None,None,None,5111000,None,-3000,None,-486000,40000,486000,None,None,None,None,12263000,None,None,10657000,None,None,None,10657000
4,TIG,2019-09-30,USD,None,26409000,None,None,None,5756000,None,8000,None,-498000,34000,498000,None,None,None,None,6160000,1395000,None,5786000,None,None,None,5786000
5,TIG,2019-06-30,USD,None,26951000,None,None,None,6193000,None,-33000,None,-561000,31000,561000,None,None,None,None,7216000,1690000,None,6391000,None,None,None,6391000
6,TIG,2019-03-31,USD,None,25118000,None,None,None,3969000,None,-93000,None,None,None,None,None,None,None,None,None,1319000,None,None,None,None,None,None
7,TIG,2017-12-31,USD,-32607000,418000,16443000,16443000,-41951500,9344500,11936000,42992500,None,None,None,4492000,None,None,None,None,-63551000,141000,None,-63604000,None,-41951500,None,-63604000
8,TIG,2017-09-30,USD,-509000,806000,-21699000,-21699000,-1037500,528500,18984000,902500,None,None,None,-4028500,None,None,None,None,-11161000,61000,None,-11222000,None,-1037500,None,-11222000
9,TIG,2017-06-30,USD,8024500,671000,22073000,22073000,10228500,2204000,18984000,-10522500,None,None,None,4004000,None,None,None,None,13097500,2000,None,13095500,None,10228500,None,13095500
10,TIG,2017-03-31,USD,-8024500,294000,8318500,8318500,-10228500,2204000,0,10522500,None,None,None,-1754500,None,None,None,None,-13097500,-2000,None,-13095500,None,-10228500,None,-13095500
11,TIG,2016-12-31,USD,-1711500,27229000,14374000,14374000,11237000,6342500,11934000,21920500,None,None,None,3536000,None,None,None,None,12053000,-1044000,None,-2789000,None,-8054000,None,14360000
12,TIG,2016-09-30,USD,7047500,11883500,-7835000,-7835000,5027000,2020500,10704000,7896500,None,None,None,-5763500,None,None,None,None,5499000,-1145000,None,6591000,None,5027000,None,6591000
13,TIG,2016-06-30,USD,0,1040000,13711000,13711000,0,0,10704000,0,None,None,None,4154000,None,None,None,None,0,53000,None,0,None,0,None,0
14,TIG,2015-12-31,USD,-16272000,1386000,12791000,12791000,-22655000,6383000,12779000,24895000,None,None,None,3627000,None,None,None,None,-36394000,-1325000,None,-35069000,None,-22655000,None,-35069000
15,TIG,2015-09-30,USD,0,1046000,-9849000,-9849000,0,0,8540000,0,None,None,None,-3435000,None,None,None,None,0,0,None,0,None,0,None,0
16,TIG,2015-06-30,USD,0,1046000,9849000,9849000,0,0,8540000,0,None,None,None,3435000,None,None,None,None,0,0,None,0,None,0,None,0
17,TIG,2014-12-31,USD,-5157000,7607000,19443000,19443000,-12563000,7406000,13847000,18849000,None,None,None,1189000,None,None,None,None,-12312000,-927000,None,-11385000,None,-12563000,None,-12990000
18,TIG,2013-12-31,USD,1217000,1217000,0,0,-20379000,8032000,13563000,0,None,None,None,62000,None,None,None,None,-20916000,-81000,None,-20835000,None,-20854000,None,-25341000
