,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,OLMA,2020-12-31,USD,None,0,None,None,-10131000,3842000,6289000,10131000,None,0,0,0,None,None,None,None,-10131000,None,None,-10131000,None,-10131000,None,-10131000
1,OLMA,2019-12-31,USD,None,0,None,None,-1017000,107000,910000,1017000,None,0,0,0,None,None,None,None,-1017000,None,None,-1017000,None,-1014000,None,-1017000
