,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,ORCC,2020-12-31,USD,None,202161000,None,None,None,7460000,None,None,None,181954000,207808000,25854000,None,None,None,None,186130000,5466000,None,180664000,None,None,None,180664000
1,ORCC,2020-09-30,USD,None,179516000,None,None,None,5168000,None,-40531000,None,142206000,179597000,37391000,None,None,None,None,214879000,-1168000,None,216047000,None,None,None,216047000
2,ORCC,2020-06-30,USD,None,274771000,None,None,None,5262000,None,-33442000,None,150523000,183246000,32723000,None,None,None,None,302951000,-668000,None,303619000,None,None,None,303619000
3,ORCC,2020-03-31,USD,108595000,-347456000,96137000,96137000,146256000,5549000,None,-42490000,None,164436000,198393000,33957000,None,None,None,None,-310515000,2075000,None,-312590000,None,None,None,-312590000
4,ORCC,2019-12-31,USD,107860000,107558000,94395000,94395000,145372000,4972000,None,-37835000,None,161544000,193107000,31563000,None,None,None,None,140421000,230000,None,140191000,None,181026000,None,140191000
5,ORCC,2019-09-30,USD,112253000,95464000,75901000,75901000,137906000,5752000,None,-29242000,None,153975000,180944000,26969000,None,None,None,None,118954000,302000,None,118652000,None,167642000,None,118652000
6,ORCC,2019-06-30,USD,123822000,131735000,52313000,52313000,119622000,4421000,None,2865000,None,137371000,171364000,33993000,None,None,None,None,124449000,-221000,None,124670000,None,156259000,None,124670000
7,ORCC,2019-03-31,USD,101559000,120041000,49916000,49916000,96005000,3881000,None,3881000,None,111710000,18482000,34729000,None,None,None,None,114487000,1673000,None,114487000,None,132407000,None,114487000
8,ORCC,2018-12-31,USD,126829000,38583000,40277000,40277000,109404000,3377000,None,17425000,None,None,None,-26229000,None,None,None,None,35206000,278000,None,34928000,None,109404000,None,34928000
9,ORCC,2018-09-30,USD,110485000,76494000,None,None,93226000,3936000,None,17259000,None,None,None,-21386000,None,None,None,None,72558000,232000,None,72326000,None,93226000,None,72326000
10,ORCC,2018-06-30,USD,86100000,54630000,None,None,69974000,3384000,None,16126000,None,None,None,-17102000,None,None,None,None,51246000,531000,None,50715000,None,69974000,None,50715000
11,ORCC,2012-09-30,USD,None,41295000,18808000,18808000,3389000,16214000,2470000,None,None,None,None,463000,None,None,None,None,2966000,602000,None,None,None,None,None,2364000
12,ORCC,2012-06-30,USD,None,40422000,16945000,16945000,3420000,16662000,2774000,None,None,None,None,431000,None,None,None,None,2989000,1270000,None,None,None,None,None,1719000
13,ORCC,2012-03-31,USD,None,41292000,16814000,16814000,4759000,16203000,2605000,None,None,None,None,367000,None,None,None,None,4414000,1799000,None,None,None,None,None,2615000
14,ORCC,2011-12-31,USD,None,38665000,16181000,16181000,3470000,15389000,2537000,None,None,None,None,None,None,None,None,None,2588000,357000,None,None,None,None,None,2231000
15,ORCC,2011-09-30,USD,None,38410000,17375000,17375000,1884000,15332000,2605000,None,None,None,None,None,None,None,None,None,1596000,771000,None,None,None,None,None,825000
16,ORCC,2011-06-30,USD,None,38330000,16791000,16791000,None,17665000,2700000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,124000
17,ORCC,2011-03-31,USD,None,39278000,17520000,17520000,217000,17246000,2646000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
18,ORCC,2010-12-31,USD,None,37777000,15478000,15478000,1138000,16092000,2498000,None,None,None,None,None,None,None,None,None,555000,130000,None,None,None,None,None,425000
19,ORCC,2010-09-30,USD,None,36795000,14773000,14773000,2825000,14576000,2277000,None,None,None,None,None,None,None,None,None,3129000,1427000,None,None,None,None,None,1702000
20,ORCC,2010-06-30,USD,None,36359000,14683000,14683000,1301000,15672000,2553000,None,None,None,None,None,None,None,None,None,1539000,469000,None,None,None,None,None,1070000
