,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,GNLN,2020-09-30,USD,2467000,35649000,33297000,33297000,-13815000,10673000,None,16282000,None,-115000,0,115000,None,357000,None,599000,-4273000,220000,115000,-13793000,-4407000,-13815000,-13216000,-4493000
1,GNLN,2020-06-30,USD,6817000,32290000,25583000,25583000,-6380000,6426000,None,13197000,None,-110000,0,110000,None,186000,None,650000,-2043000,8000,110000,-6312000,-1952000,-6380000,-5730000,-2051000
2,GNLN,2020-03-31,USD,7329000,33758000,26539000,26539000,-17650000,9859000,None,24979000,None,-110000,0,110000,None,940000,None,710000,-4542000,-81000,110000,-16739000,-4728000,-17650000,-16940000,-4461000
3,GNLN,2019-12-31,USD,6514000,37123000,30722000,30722000,-10298000,9344000,None,16812000,None,-113000,0,113000,None,403000,200000,725000,-3016000,-31000,113000,-9977000,6707000,-10298000,-9573000,-2985000
4,GNLN,2019-09-30,USD,6438000,44024000,38448000,38448000,-5525000,5752000,None,11963000,None,-120000,-1000,119000,None,7746000,300000,650000,4665000,11063000,120000,10468000,-9284000,-5525000,-4875000,-6398000
5,GNLN,2019-06-30,USD,9151000,52986000,43835000,43835000,-3936000,6413000,None,13087000,None,-140000,-140000,140000,None,608000,300000,645000,-3328000,-108000,140000,-4987000,-3197000,-3936000,-3291000,-3220000
6,GNLN,2019-03-31,USD,8986785,49897604,40910819,40910819,-5163541,13466000,None,14150326,None,-601880,-12665000,601880,None,-12489143,357000,684077,-17652684,11665,None,-17664349,None,-5163541,-4479464,-17664349
