,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,IBEX,2020-12-31,USD,38221000,117181000,78960000,78960000,6334000,4016000,None,110847000,None,-2374000,None,2374000,None,None,None,None,3960000,1472000,None,2488000,None,13317000,None,2488000
1,IBEX,2020-09-30,USD,36507000,108771000,72264000,72264000,-913000,6191000,None,24790000,None,-2239000,None,2239000,None,None,None,None,-3152000,271000,None,-3423000,None,5526000,None,-3423000
2,IBEX,2020-06-30,USD,31871000,100880000,69009000,69009000,2303000,15313000,None,8019000,None,-2238000,None,-4737000,None,None,None,None,-2972000,833000,None,-3805000,None,-1697000,None,-3805000
3,IBEX,2020-03-31,USD,33118000,101124000,68006000,68006000,8142000,28393000,None,92982000,None,-2376000,None,2376000,None,None,None,None,5665000,None,None,4482000,None,14388000,None,4482000
4,IBEX,2019-12-31,USD,34599000,107784000,73185000,73185000,7613000,4556000,None,100171000,None,-2507000,None,2507000,None,None,None,None,5106000,349000,None,4757000,None,14026000,None,4757000
5,IBEX,2019-09-30,USD,29292000,95347000,66055000,66055000,4593000,4863000,None,14136000,None,-2307000,None,2307000,None,None,None,None,2286000,-50000,None,2336000,None,10293000,None,2336000
6,IBEX,2019-06-30,USD,24817000,87915000,63098000,63098000,-2199000,15933000,None,5880000,None,-2251000,None,-2600000,None,None,None,None,-4528000,None,None,-4647000,None,-1552000,None,-248000
7,IBEX,2017-12-31,USD,None,94377000,None,None,None,97561000,None,2994000,None,None,None,None,None,None,None,None,None,-149000,None,None,None,-6228000,None,None
8,IBEX,2017-09-30,USD,None,89387000,72734000,72734000,None,84041000,None,7147000,None,None,None,1254000,None,None,None,None,None,-1419000,None,None,None,-1868000,None,None
9,IBEX,2016-12-31,USD,None,78781000,None,None,None,80249000,None,2767000,None,None,None,None,None,None,None,None,None,-110000,None,None,None,-3750000,None,None
10,IBEX,2016-09-30,USD,None,87492000,64408000,64408000,3704000,74359000,None,6035000,None,None,None,1403000,None,None,None,None,2301000,None,None,None,None,7095000,None,1612000
11,IBEX,2016-06-30,USD,None,78781000,248118000,248118000,10333000,80249000,None,2767000,None,None,None,5130000,None,None,None,None,3432000,1861000,None,None,None,-3750000,None,2263000
