,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,MORF,2020-12-31,USD,None,5901000,None,None,-17979000,5127000,18753000,23880000,None,106000,106000,None,None,None,None,None,-17892000,-143000,None,-17749000,None,-17705000,None,-17749000
1,MORF,2020-09-30,USD,None,25757000,None,None,5008000,4751000,15998000,20749000,None,231000,231000,None,None,None,None,None,5239000,-115000,None,5354000,None,5291000,None,5354000
2,MORF,2020-06-30,USD,None,7693000,None,None,-16420000,4195000,19918000,24113000,None,407000,407000,None,None,None,None,None,-16013000,-155000,None,-15858000,None,-16134000,None,-15858000
3,MORF,2020-03-31,USD,None,5594000,None,None,-17789000,4423000,18960000,23383000,None,886000,886000,None,None,None,None,None,-16903000,-157000,None,-16746000,None,-17506000,None,-16746000
4,MORF,2019-12-31,USD,-17154000,-334000,16820000,16820000,-20580000,3426000,16820000,20246000,None,1092000,1092000,-34000,None,None,None,None,-19488000,343000,None,-19831000,None,-20335000,None,-19831000
5,MORF,2019-09-30,USD,-6960000,5675000,12635000,12635000,-9858000,2898000,12635000,15533000,None,1392000,1392000,-34000,None,None,None,None,-8560000,304000,None,-8864000,None,-9647000,None,-8864000
6,MORF,2019-06-30,USD,-8340000,5567000,13907000,13907000,-10417000,2077000,13907000,15984000,None,1119000,1119000,-34000,None,None,None,None,-9298000,135000,None,-9433000,None,-10218000,None,-9433000
7,MORF,2019-03-31,USD,-4302000,6068000,10370000,10370000,-6134000,1832000,10370000,12202000,None,1063000,1063000,-37000,None,None,None,None,-5071000,129000,None,-5200000,None,-5968000,None,-5200000
8,MORF,2018-12-31,USD,None,3358000,None,None,-24628000,2044000,None,None,None,None,None,None,None,None,None,None,-23831000,None,None,None,None,-5829000,None,-23831000
9,MORF,2018-09-30,USD,-5767000,None,5767000,5767000,-7172000,1405000,5767000,7172000,None,None,None,-37000,None,None,None,None,-7077000,None,None,-7077000,None,-7037000,None,-7077000
10,MORF,2018-06-30,USD,-5293000,None,5293000,5293000,-6265000,972000,5293000,6265000,None,None,None,-14000,None,None,None,None,-6231000,None,None,-6231000,None,-6265000,None,-6231000
11,MORF,2018-03-31,USD,-4284000,None,4284000,4284000,-5219000,935000,4215000,5219000,None,None,None,-14000,None,None,None,None,-5180000,None,None,-5180000,None,-5219000,None,-5180000
