,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,MDLA,2020-10-31,USD,77110000,120958000,43848000,43848000,-29545000,78621000,28034000,106655000,None,-3247000,None,3247000,None,None,None,4800000,-32792000,-633000,None,-32159000,-31745000,-29545000,-24745000,-32159000
1,MDLA,2020-07-31,USD,74353000,115525000,41172000,41172000,-34516000,81079000,27790000,108869000,None,-448000,None,448000,None,None,None,4200000,-34998000,200000,None,-35164000,-33812000,-34516000,-30316000,-35198000
2,MDLA,2020-04-30,USD,73128000,112691000,39563000,39563000,-32764000,73513000,32379000,105892000,None,175000,175000,None,None,None,None,4000000,-32589000,-60000,None,-32529000,-35280000,-32764000,-28764000,-32529000
3,MDLA,2020-01-31,USD,70984000,110100000,39116000,39116000,-32766000,76402000,27348000,103750000,None,555000,555000,None,None,None,None,3500000,-32211000,-341000,None,-31870000,-31317000,-32766000,-29266000,-31870000
4,MDLA,2019-10-31,USD,64479000,103074000,38595000,38595000,-41667000,79825000,26321000,106146000,None,2001000,2001000,None,None,None,None,3400000,-39666000,-46000,None,-39620000,-38252000,-41667000,-38267000,-39620000
5,MDLA,2019-07-31,USD,60787000,95670000,34883000,34883000,-38452000,76546000,22693000,99239000,None,431000,431000,None,None,None,None,3500000,-37984000,300000,None,-38284000,-38914000,-38452000,-34952000,-38284000
6,MDLA,2019-04-30,USD,61024000,93619000,32595000,32595000,-2045000,43453000,19616000,63069000,None,142000,142000,None,None,None,None,3100000,-1903000,656000,None,-2559000,-2960000,-2045000,1055000,-2559000
7,MDLA,2019-01-31,USD,57063000,86384000,29321000,39116000,-9306000,76402000,19692000,66369000,None,None,None,None,None,None,None,3400000,-9540000,408000,None,-9948000,-9169000,-9306000,-5906000,-9948000
8,MDLA,2018-10-31,USD,51765000,81166000,29401000,29401000,-16493000,47263000,20995000,68258000,None,None,None,None,None,None,None,3400000,-16288000,323000,None,-16611000,-16247000,-16493000,-13093000,-16611000
9,MDLA,2018-07-31,USD,45867000,75426000,29559000,29559000,-27569000,51027000,22409000,73436000,None,None,None,None,None,None,None,3200000,-27415000,732000,None,-28147000,-29082000,-27569000,-24369000,-28147000
10,MDLA,2018-04-30,USD,43046000,70666000,27620000,27620000,-27076000,46946000,23176000,70122000,None,None,None,None,None,None,None,None,-27212000,316000,None,-27528000,None,-27076000,None,-27528000
