,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,SNDL,2020-12-31,CAD,-4695000,13853000,18548000,18548000,-16394000,10339000,110000,30247000,None,-1885000,34000,1267000,None,None,None,None,-64144000,None,None,-64144000,None,-60291000,None,-64059000
1,SNDL,2020-09-30,CAD,-19544000,12865000,32409000,32409000,-28371000,11393000,35000,41236000,None,-1602000,19000,1025000,None,None,None,None,-71397000,None,None,-71397000,None,-16079000,None,-71386000
2,SNDL,2020-06-30,CAD,-15137000,20194000,35331000,35331000,-26588000,10138000,36000,46782000,None,-1491000,34000,1278000,None,None,None,None,-31560000,None,None,-31560000,None,-23366000,None,-60343000
3,SNDL,2020-03-31,CAD,-7776000,23037000,30813000,30813000,-28239000,17909000,307000,51276000,None,-6174000,-6935000,6174000,None,None,None,None,-44213000,-230000,None,-43983000,None,-24487000,None,-43895000
4,SNDL,2019-12-31,CAD,4320000,21550000,17230000,17230000,-25649000,27075000,363000,47199000,None,-5009000,-17903000,4095000,None,0,None,None,-145591000,-505000,None,-145086000,None,-35058000,None,-144988000
5,SNDL,2019-09-30,CAD,14671000,33512000,18841000,18841000,-12245000,25442000,196000,45757000,None,-10909000,-18228000,9754000,None,0,None,None,-98003000,-512000,None,-97491000,None,-77003000,None,-97452000
6,SNDL,2019-06-30,CAD,19270000,19299000,29000,29000,-4067000,21433000,1756000,23366000,None,-8083000,-7888000,5369000,None,0,None,None,-12350000,-923073.96,None,-12350000,None,-5280000,None,-12322000
7,SNDL,2019-03-31,CAD,721000,1499000,778000,778000,-17526000,18911000,95000,19132000,None,-2785000,-1889000,-269000,None,0,None,None,-20311000,-3609000,None,-16702000,None,-18495000,None,-16702000
8,SNDL,2018-09-30,USD,-786488.51,0,786488.51,786488.51,-3866038.79,1741118.64,64576.13,3866038.79,None,None,None,-692670.36,None,0,None,None,-8014141.24,0,None,-8014141.24,None,-3866038.79,None,-8014141.24
9,SNDL,2018-06-30,USD,-1032155.32,0,1032155.32,1032155.32,-4387228.88,1792810.56,39435.77,4387228.88,None,None,None,-1432580.01,None,0,None,None,-4419080.84,0,None,-4419080.84,None,-4387228.88,None,-4419080.84
10,SNDL,2018-03-31,USD,-209866.03,0,209866.03,209866.03,-3803144.12,1875629.21,382560.21,3803144.12,None,None,None,-1462866.88,None,0,None,None,-5535506.85,0,None,-5535506.85,None,-3803144.12,None,-5535506.85
