,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,GSX,2020-12-31,CNY,1594678000,2211041000,616363000,616363000,-696075000,2016027000,274726000,2907116000,None,1273000,1273000,None,None,None,None,None,-623359000,5474000,None,-627033000,None,-696075000,None,-627033000
1,GSX,2020-09-30,CNY,1463535000,1965809000,502274000,502274000,-938616000,2233215000,220436000,2955925000,None,1580000,18411000,None,None,None,None,None,-921821000,10435000,None,-932512000,None,-990116000,None,-932512000
2,GSX,2020-06-30,CNY,1289653000,1650314000,360661000,360661000,-71972000,1310547000,139878000,1361625000,None,274000,24159000,None,None,None,None,None,-48891000,-68520000,None,18627000,None,-25734000,None,18627000
3,GSX,2020-03-31,CNY,1014330000,1297580000,283250000,283250000,153330000,822990000,99410000,861000000,None,245000,12598000,None,None,None,None,None,166459000,17992000,None,147988000,None,178578000,None,147988000
4,GSX,2019-12-31,CNY,739040000,935027000,195987000,195987000,167596000,487945000,83499000,571444000,None,1938000,9965000,0,None,0,None,None,181723000,7871000,None,174463000,None,202782000,None,174463000
5,GSX,2019-09-30,CNY,400303000,556994000,156691000,156691000,-10815000,353990000,57128000,411118000,None,3282000,5185000,0,None,0,None,None,-4167000,-5471000,None,1902000,None,1616000,None,1902000
6,GSX,2019-06-30,CNY,439600000,622834000,183234000,183234000,58953000,309077000,41128000,380647000,None,3990000,5106000,0,None,0,None,None,64683000,4539000,None,16374000,None,69928000,None,50265000
7,GSX,2019-03-31,CNY,187110000,269155000,82045000,82045000,42727000,113941000,30442000,144383000,None,1116000,1116000,0,None,0,None,None,44376000,10018000,None,33891000,None,46598000,None,33891000
8,GSX,2018-12-31,CNY,382018.35,560043.88,178025.52,178025.52,73047.06,227400.58,0,0,None,None,None,0,None,0,None,None,78467.29,9592.94,None,0,None,0,None,70591.99
9,GSX,2018-09-30,USD,8980768.39,14448310.50,5467542.11,5467542.11,11646.70,6055554.75,2913566.95,14436663.80,None,None,None,0,None,0,None,None,106276.11,6696.85,None,99579.26,None,11646.70,None,99579.26
10,GSX,2018-06-30,USD,6345980.80,10330833.83,3984853.03,3984853.03,-80833.83,4092381.52,2334433.11,10411667.67,None,None,None,0,None,0,None,None,-70185.96,-9448.11,None,-60737.85,None,-80833.83,None,-60737.85
11,GSX,2018-03-31,CNY,4175304.51,7469309.77,3294005.25,3294005.25,-662367.65,2939097.21,1898574.95,8131677.41,None,None,None,0,None,0,None,None,-651540.48,-77860.04,None,-573680.44,None,-662367.65,None,-573680.44
