,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,TIGR,2020-09-30,USD,25300570,30096590,4796020,4796020,7375724,21451194,None,30667271,None,None,None,None,None,None,None,None,6033756,1175333,None,4858423,None,3509690,None,3843157
1,TIGR,2020-06-30,USD,25300570,30096590,4796020,4796020,5107258,6759362,None,24989335,None,None,None,None,None,None,None,None,4984004,2419481,None,2564523,None,3509690,None,1090211
2,TIGR,2020-03-31,USD,8121008,23187836,15066828,15066828,1903939,6217069,None,21283897,None,None,None,None,None,None,None,None,4684619,1957732,None,2726887,None,1903939,None,3032602
3,TIGR,2019-12-31,USD,13226240,15328820,2102580,2102580,-651604,15743080,None,15743080,None,-1513329,None,1513329,None,None,None,None,-1273893,-1034861,None,-239032,None,-1889590,None,-556968
4,TIGR,2019-09-30,USD,11299210,12902610,1603400,1603400,-2516836,14555730,None,14555720,None,-1364008,None,1364008,None,None,None,None,-2015383,-609845,None,-1405538,None,-1829210,None,-1279739
5,TIGR,2019-06-30,USD,9098920,9600120,501200,501200,-3256509,13709650,None,13092150,None,666315,666315,1015470,None,None,None,None,-2587146,-627347,None,-1959799,None,-3393200,None,-1878451
6,TIGR,2019-03-31,USD,17556340,19969920,2413580,2413580,-3993230,13709650,0,14210847,None,195108,564380,208721,None,None,None,None,-3428800,-1083313,None,-2345489,None,-1591830,None,-2874270
7,TIGR,2018-12-31,USD,9417380,9514640,97260,97260,-3563350,12862210,0,12980730,None,None,198120,0,None,None,None,None,-3363960,-1247345,None,-2116612,None,-2895140,None,-1964440
8,TIGR,2018-06-30,USD,5940579,6864053,923474,923474,-4782355,10722934,None,11646408,None,None,None,None,None,None,None,None,-36735212,-415932,None,-36319280,None,None,None,-36017419
9,TIGR,2018-03-31,USD,9417380,9514640,97260,97260,-2269984,12862210,0,12980730,None,None,None,0,None,None,None,None,-2466984,-61174,None,-2405810,None,-2895140,None,-2001993
10,TIGR,2017-12-31,USD,5264511,6088322,823811,823811,-2566285,8054632,0,8654607,None,None,None,0,None,None,None,None,-2699181,-350670,None,-2348511,None,0,None,-2142154
11,TIGR,2015-12-31,USD,None,1811000,269000,269000,None,2280000,688000,None,None,None,None,None,None,None,None,None,None,55000,None,None,None,None,None,None
12,TIGR,2015-09-30,USD,None,1592000,29000,29000,None,2645000,683000,None,None,None,None,1000,None,None,None,None,None,10000,None,None,None,None,None,None
13,TIGR,2015-06-30,USD,None,1600000,202000,202000,None,2898000,595000,None,None,None,None,1000,None,None,None,None,None,None,None,None,None,None,None,None
14,TIGR,2015-03-31,USD,None,1483000,130000,130000,None,3132000,977000,None,None,None,None,1000,None,None,None,None,None,None,None,None,None,None,None,None
15,TIGR,2014-12-31,USD,None,1913000,170000,170000,None,3769000,780000,None,None,None,None,None,None,None,None,None,None,78000,None,None,None,None,None,None
16,TIGR,2014-09-30,USD,None,1828000,311000,311000,None,4099000,1143000,None,None,None,None,1000,None,None,None,None,None,18000,None,None,None,None,None,None
17,TIGR,2014-06-30,USD,None,1769000,214000,214000,None,4888000,1086000,None,None,None,None,1000,None,None,None,None,None,12000,None,None,None,None,None,None
18,TIGR,2014-03-31,USD,None,1164000,1061000,1061000,None,3784000,1174000,None,None,None,None,3000,None,None,None,None,None,None,None,None,None,None,None,None
19,TIGR,2013-12-31,USD,None,1443000,193000,193000,None,3695000,1178000,None,None,None,None,1000,None,None,None,None,None,None,None,None,None,None,None,6397000
20,TIGR,2013-09-30,USD,None,1516000,175000,175000,None,3465000,1090000,None,None,None,None,1000,None,None,None,None,None,None,None,None,None,None,None,None
