,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,ALUS,2020-12-31,USD,None,0,None,None,-3912460,-42511,None,3912460,None,59059,59059,None,None,None,None,None,-3912460,None,None,-3912460,None,-3912460,None,-3869949
1,ALUS,2020-09-30,USD,None,0,None,None,-324347,-149059,None,324347,None,93440,93440,None,None,None,None,None,-324347,None,None,-324347,None,3049120,None,-175288
2,ALUS,2020-06-30,USD,None,0,None,None,-453873,453873,None,453873,None,958571,958571,None,None,None,None,None,-416264,None,None,-416264,None,-453873,None,-416264
3,ALUS,2020-03-31,USD,None,0,None,None,-499845,499845,None,499845,None,892590,892590,None,None,None,None,None,1274636,None,None,1274636,None,-499845,None,1274636
4,ALUS,2019-12-31,USD,None,0,None,None,-114583,114583,None,114583,None,None,None,None,None,None,None,None,216198,None,None,216198,None,-114583,None,216198
5,ALUS,2019-09-30,USD,None,0,None,None,-6490,6490,None,6490,None,None,None,None,None,None,None,None,-6490,None,None,-6490,None,-6490,None,-6490
6,ALUS,2019-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-6325,None,None,-6325,None,None,None,-6325
7,ALUS,2008-12-31,USD,None,3840000,2351000,2351000,None,4738000,879000,None,None,None,None,127000,None,None,None,None,None,None,None,None,None,None,None,None
8,ALUS,2008-09-30,USD,None,3096000,2404000,2404000,None,5277000,1176000,None,None,None,None,150000,None,None,None,None,None,None,None,None,None,None,None,None
9,ALUS,2008-06-30,USD,None,3022000,1904000,1904000,None,5573000,983000,None,None,None,None,170000,None,None,None,None,None,None,None,None,None,None,None,None
10,ALUS,2008-03-31,USD,None,2503000,1781000,1781000,None,6011000,1196000,None,None,None,None,213000,None,None,None,None,None,None,None,None,None,None,None,None
11,ALUS,2007-12-31,USD,None,2709000,1842000,1842000,None,6427000,1325000,None,None,None,None,376000,None,None,None,None,None,None,None,None,None,None,None,None
12,ALUS,2007-09-30,USD,None,1880000,1169000,1169000,None,5829000,1003000,None,None,None,None,418000,None,None,None,None,None,None,None,None,None,None,None,None
13,ALUS,2007-06-30,USD,None,2500000,2064000,2064000,None,3993000,723000,None,None,None,None,1488000,None,None,None,None,None,None,None,None,None,None,None,None
14,ALUS,2007-03-31,USD,None,2025000,1845000,1845000,None,4353000,869000,None,None,None,None,1867000,None,None,None,None,None,None,None,None,None,None,None,None
15,ALUS,2006-12-31,USD,None,1958000,1534000,1534000,None,3795000,868000,None,None,None,None,966000,None,None,None,None,None,None,None,None,None,None,None,None
16,ALUS,2006-09-30,USD,None,1772000,1425000,1425000,None,2674000,690000,None,None,None,None,586000,None,None,None,None,None,None,None,None,None,None,None,None
17,ALUS,2006-06-30,USD,None,1227000,2830000,2830000,None,3943000,632000,None,None,None,None,365000,None,None,None,None,None,None,None,None,None,None,None,None
18,ALUS,2006-03-31,USD,None,1022000,None,None,None,2933000,758000,None,None,None,None,147000,None,None,None,None,None,None,None,None,None,None,None,None
