,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,ADCT,2020-12-31,USD,None,0,None,None,-78001000,29449000,48552000,78001000,None,-1947000,100000,2047000,None,None,None,None,-55803000,126000,None,-55929000,None,-52937000,None,-55929000
1,ADCT,2020-09-30,USD,None,0,None,None,-52428000,20273000,32155000,52428000,None,-1777000,163000,1940000,None,None,None,None,-20331000,-3000,None,-20328000,None,-17902000,None,-20328000
2,ADCT,2020-06-30,USD,None,0,None,None,-44949000,18999000,25950000,44949000,None,-702000,195000,897000,None,None,None,None,-126453000,104000,None,-126557000,None,-125556000,None,-126557000
3,ADCT,2020-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,102000,None,None,None,None,None,None
4,ADCT,2019-12-31,USD,None,0,None,None,-35732000,4920000,30424000,35732000,None,167000,218000,51000,None,None,None,None,-35170000,191500,None,-35285000,None,-34622000,None,-35285000
5,ADCT,2019-09-30,USD,None,0,None,None,-32843000,2302000,30541000,32843000,None,697000,729000,32000,None,None,None,None,-31073000,268000,None,-31341000,None,-30687000,None,-31341000
6,ADCT,2019-06-30,USD,-22116000,2340000,23286000,23286000,-50824000,6592000,21760000,26582000,None,623000,1165000,-36500,None,None,None,None,-49659000,99500,None,-24929000,None,-25412000,None,-49858000
7,ADCT,2019-03-31,USD,-22116000,1170000,23286000,23286000,-25412000,3296000,None,26582000,None,None,None,-36500,None,None,None,None,-24829500,99500,None,-24929000,None,-25412000,None,-24929000
8,ADCT,2018-12-31,USD,None,1140000,None,None,-125941000,8768000,None,None,None,None,3069000,None,None,None,None,None,-122872000,None,None,None,None,None,None,-123096000
9,ADCT,2018-06-30,USD,-29640500,625000,29953000,29953000,-63477000,3969000,None,31937500,None,None,1797000,-36500,None,None,None,None,-61680000,74000,None,-30914000,None,-31625000,None,-61828000
10,ADCT,2018-03-31,USD,-29640500,312500,29953000,29953000,-31625000,1984500,None,31937500,None,None,None,-36500,None,None,None,None,-30840000,74000,None,-30914000,None,-31625000,None,-30914000
11,ADCT,2010-09-30,USD,None,312600000,184600000,184600000,16500000,96400000,20300000,None,None,None,None,6900000,None,None,None,None,14600000,3000000,None,None,None,None,None,10600000
12,ADCT,2010-06-30,USD,None,304400000,176200000,176200000,25000000,88000000,16200000,None,None,None,None,6900000,None,None,None,None,77700000,1900000,None,None,None,None,None,75800000
13,ADCT,2010-03-31,USD,None,274000000,158500000,158500000,13200000,86700000,16900000,None,None,None,None,6900000,None,None,None,None,None,800000,None,None,None,None,None,None
14,ADCT,2009-12-31,USD,None,265600000,157900000,157900000,5200000,86900000,16300000,None,None,None,None,6700000,None,None,None,None,5000000,1400000,None,None,None,None,None,None
15,ADCT,2009-06-30,USD,None,283400000,168500000,168500000,18500000,80200000,17300000,None,None,None,None,6600000,None,None,None,None,6000000,400000,None,None,None,None,None,None
16,ADCT,2009-03-31,USD,None,275100000,167000000,167000000,5600000,84500000,18400000,None,None,None,None,6700000,None,None,None,None,None,1400000,None,None,None,None,None,None
17,ADCT,2008-12-31,USD,None,254300000,154600000,154600000,None,90900000,19000000,None,None,None,None,8000000,None,None,None,None,None,None,None,None,None,None,None,None
18,ADCT,2008-09-30,USD,None,352300000,220600000,220600000,11000000,99800000,20500000,None,None,None,None,6900000,None,None,None,None,None,None,None,None,None,None,None,None
19,ADCT,2008-06-30,USD,None,381800000,230300000,230300000,25900000,104700000,21700000,None,None,None,None,7600000,None,None,None,None,16300000,2900000,None,None,None,None,None,15100000
20,ADCT,2008-03-31,USD,None,393200000,231300000,231300000,34800000,106700000,21800000,None,None,None,None,8100000,None,None,None,None,17900000,1900000,None,None,None,None,None,16300000
